DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,GETHOM,GETMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,OCUHOM,OCUMUJ,origen_archivo,PUEHOM,PUEMUJ,CIUOHOM,CIUOMUJ,depreg,mupreg,mesreg,añoreg,diaocu,mesocu,añoocu,depocu,mupocu,edadhom,edadmuj,grethom,gretmuj,nachom,nacmuj,escohom,escomuj,ocupahom,ocupamuj,AÑOOCU,PPERHOM,PPERMUJ
Escuintla,Tiquisate,Junio,2016.0,7.0,Abril,Escuintla,Tiquisate,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2016.0,16.0,Mayo,Sacatepequez,Antigua Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Huehuetenango,Santa Eulalia,Junio,2016.0,17.0,Marzo,Huehuetenango,Santa Eulalia,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2016.0,12.0,Mayo,Escuintla,La Gomera,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Villa Nueva,Junio,2016.0,14.0,Abril,Guatemala,San Juan Sacatepéquez,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Chiquimula,Esquipulas,Junio,2016.0,11.0,Abril,Chiquimula,Esquipulas,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Suchitepequez,San Pablo Jocopilas,Junio,2016.0,4.0,Marzo,Suchitepequez,San Pablo Jocopilas,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Peten,San Benito,Junio,2016.0,12.0,Mayo,Peten,Melchor de Mencos,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Mestizo / Ladino,Mestizo / Ladino
Santa Rosa,Guazacapán,Junio,2016.0,13.0,Abril,Santa Rosa,Guazacapán,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2016.0,16.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
San Marcos,Pajapita,Junio,2016.0,14.0,Marzo,San Marcos,Pajapita,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Sacatepequez,Santa Catarina Barahona,Junio,2016.0,11.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Quiche,Chichicastenango,Junio,2016.0,28.0,Febrero,Quiche,Chichicastenango,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2016.0,23.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Escuintla,Santa Lucía Cotzumalguapa,Junio,2016.0,4.0,Abril,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Santa Rosa,Cuilapa,Junio,2016.0,20.0,Abril,Santa Rosa,Cuilapa,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Huehuetenango,Soloma,Junio,2016.0,20.0,Abril,Huehuetenango,Soloma,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Quiche,Joyabaj,Junio,2016.0,8.0,Abril,Quiche,Joyabaj,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Santa Rosa,Chiquimulilla,Junio,2016.0,11.0,Mayo,Santa Rosa,San Juan Tecuaco,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Suchitepequez,Mazatenango,Junio,2016.0,28.0,Abril,Suchitepequez,Mazatenango,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,San Pedro Sacatepéquez,Junio,2016.0,7.0,Marzo,Baja Verapaz,Rabinal,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2016.0,3.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2016.0,14.0,Abril,Zacapa,Gualán,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Chimaltenango,San Andrés Itzapa,Junio,2016.0,11.0,Mayo,Chimaltenango,San Andrés Itzapa,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Amatitlán,Junio,2016.0,7.0,Junio,Suchitepequez,Santo Domingo Suchitepéquez,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Escuintla,Santa Lucía Cotzumalguapa,Junio,2016.0,31.0,Marzo,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Peten,Poptún,Junio,2016.0,10.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Quiche,Santa Cruz del Quiché,Junio,2016.0,29.0,Abril,Quiche,Chichicastenango,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Retalhuleu,San Felipe,Junio,2016.0,15.0,Abril,Retalhuleu,San Felipe,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Huehuetenango,Soloma,Junio,2016.0,5.0,Mayo,Huehuetenango,Soloma,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Amatitlán,Junio,2016.0,22.0,Marzo,Guatemala,Amatitlán,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Santa Rosa,Taxisco,Junio,2016.0,19.0,Enero,Santa Rosa,Taxisco,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2016.0,9.0,Mayo,Quiche,Santa Cruz del Quiché,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Baja Verapaz,Cubulco,Junio,2016.0,6.0,Mayo,Baja Verapaz,Cubulco,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2016.0,19.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Quetzaltenango,Quetzaltenango,Junio,2016.0,11.0,Mayo,Escuintla,La Gomera,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Jutiapa,Jutiapa,Junio,2016.0,1.0,Abril,Jutiapa,Jutiapa,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Sacatepequez,Santa Lucía Milpas Altas,Junio,2016.0,16.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Quiche,Chinique,Junio,2016.0,22.0,Abril,Quiche,Chinique,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2016.0,12.0,Abril,Guatemala,Petapa,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Peten,Flores,Junio,2016.0,3.0,Mayo,Peten,Poptún,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Suchitepequez,Mazatenango,Junio,2016.0,5.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Santa Rosa,Chiquimulilla,Junio,2016.0,16.0,Marzo,Santa Rosa,Chiquimulilla,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Escuintla,Iztapa,Junio,2017.0,12.0,Junio,Escuintla,Masagua,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2017.0,4.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2017.0,8.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2017.0,18.0,Marzo,Baja Verapaz,Rabinal,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Suchitepequez,San Pablo Jocopilas,Junio,2017.0,11.0,Febrero,Suchitepequez,San Pablo Jocopilas,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Jutiapa,El Progreso,Junio,2017.0,22.0,Abril,Jutiapa,Jutiapa,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Escuintla,Masagua,Junio,2017.0,7.0,Diciembre,Escuintla,Masagua,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Quetzaltenango,Ostuncalco,Junio,2017.0,8.0,Diciembre,Quetzaltenango,Ostuncalco,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2017.0,22.0,Diciembre,Guatemala,San José Pinula,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Alta Verapaz,Tucurú,Junio,2017.0,28.0,Marzo,Alta Verapaz,Tucurú,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2017.0,30.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Jalapa,Jalapa,Junio,2016.0,8.0,Febrero,El Progreso,Guastatoya,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Mestizo / Ladino,Mestizo / Ladino
El Progreso,Morazán,Junio,2016.0,8.0,Enero,Guatemala,San Pedro Ayampuc,35.0,30.0,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Escuintla,Santa Lucía Cotzumalguapa,Junio,2016.0,11.0,Abril,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,San José Pinula,Junio,2016.0,17.0,Febrero,Guatemala,San José Pinula,44.0,Ignorado,,,Guatemala,Guatemala,Primaria,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Mestizo / Ladino,Ignorado
Guatemala,Guatemala,Junio,2016.0,29.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Villa Nueva,Junio,2016.0,11.0,Abril,Guatemala,Petapa,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Villa Nueva,Junio,2016.0,18.0,Mayo,Guatemala,Amatitlán,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Escuintla,Escuintla,Junio,2016.0,12.0,Abril,Escuintla,Palín,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2016.0,25.0,Abril,Zacapa,Teculután,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Huehuetenango,La Democracia,Mayo,2017.0,25.0,Enero,Chimaltenango,Chimaltenango,52.0,Ignorado,,,Guatemala,Guatemala,Ignorado,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Escuintla,La Democracia,Mayo,2016.0,11.0,Abril,Escuintla,La Democracia,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Mestizo / Ladino
Escuintla,Palín,Mayo,2016.0,13.0,Abril,Escuintla,Palín,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Jutiapa,Jutiapa,Mayo,2016.0,15.0,Abril,Jutiapa,Jutiapa,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Mayo,2016.0,26.0,Enero,Guatemala,Guatemala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Mayo,2016.0,8.0,Febrero,Guatemala,San José Pinula,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Retalhuleu,Retalhuleu,Mayo,2016.0,23.0,Febrero,Retalhuleu,Retalhuleu,49.0,36.0,,,Guatemala,Guatemala,Primaria,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Mestizo / Ladino,Mestizo / Ladino
Huehuetenango,Huehuetenango,Mayo,2016.0,22.0,Enero,Huehuetenango,Huehuetenango,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Chimaltenango,Chimaltenango,Mayo,2016.0,15.0,Marzo,Chimaltenango,Chimaltenango,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Huehuetenango,Soloma,Mayo,2016.0,22.0,Marzo,Huehuetenango,Soloma,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Villa Nueva,Mayo,2016.0,29.0,Febrero,Guatemala,Villa Nueva,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Chiquimula,Ipala,Mayo,2017.0,27.0,Diciembre,Chiquimula,Ipala,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Quetzaltenango,San Carlos Sija,Mayo,2017.0,14.0,Abril,Quetzaltenango,San Carlos Sija,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Huehuetenango,Huehuetenango,Mayo,2016.0,1.0,Marzo,Huehuetenango,San Miguel Acatán,Ignorado,Ignorado,,,Guatemala,Guatemala,Ninguno,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Maya,Maya
Quetzaltenango,Quetzaltenango,Mayo,2017.0,25.0,Octubre,Quetzaltenango,Quetzaltenango,32.0,30.0,,,Guatemala,Guatemala,Ninguno,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Mestizo / Ladino,Mestizo / Ladino
Sacatepequez,Santa Lucía Milpas Altas,Mayo,2016.0,4.0,Abril,Sacatepequez,Santa Lucía Milpas Altas,35.0,34.0,,,Guatemala,Guatemala,Ninguno,Ninguno,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Villa Canales,Mayo,2016.0,25.0,Febrero,Guatemala,Villa Canales,25.0,23.0,,,Guatemala,Guatemala,Primaria,Primaria,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Mestizo / Ladino,Mestizo / Ladino
Quetzaltenango,Quetzaltenango,Mayo,2017.0,14.0,Diciembre,Quetzaltenango,Quetzaltenango,54.0,45.0,,,Guatemala,Guatemala,Primaria,Primaria,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Mestizo / Ladino,Mestizo / Ladino
Santa Rosa,Cuilapa,Mayo,2016.0,12.0,Abril,Santa Rosa,Barberena,31.0,29.0,,,Guatemala,Guatemala,Primaria,Diversificado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Mestizo / Ladino,Mestizo / Ladino
Huehuetenango,Chiantla,Mayo,2017.0,10.0,Noviembre,Guatemala,Guatemala,35.0,35.0,,,Guatemala,Guatemala,Ignorado,Universitario,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Mestizo / Ladino
Guatemala,Guatemala,Mayo,2016.0,8.0,Febrero,Guatemala,Guatemala,29.0,29.0,,,Guatemala,Guatemala,Universitario,Universitario,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Mestizo / Ladino,Mestizo / Ladino
Zacapa,Gualán,Mayo,2016.0,21.0,Marzo,Zacapa,Gualán,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Alta Verapaz,Cobán,Mayo,2017.0,1.0,Agosto,Alta Verapaz,San Pedro Carchá,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Escuintla,Masagua,Mayo,2017.0,21.0,Noviembre,Escuintla,Masagua,Ignorado,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Guatemala,Guatemala,Mayo,2016.0,1.0,Abril,Quiche,Uspantán,37.0,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Jutiapa,Yupiltepeque,Mayo,2016.0,16.0,Febrero,Chiquimula,Chiquimula,24.0,16.0,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Alta Verapaz,Cobán,Mayo,2017.0,27.0,Diciembre,Alta Verapaz,Santa Catalina la Tinta,39.0,32.0,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Chimaltenango,Chimaltenango,Mayo,2016.0,4.0,Abril,Chimaltenango,Chimaltenango,Ignorado,57.0,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Jutiapa,El Progreso,Mayo,2016.0,8.0,Abril,Jutiapa,El Progreso,46.0,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Ignorado
Chiquimula,San Juan Ermita,Mayo,2017.0,14.0,Noviembre,Chiquimula,San Juan Ermita,57.0,Ignorado,,,Guatemala,Guatemala,Ignorado,Ignorado,,,Divorcios16.sav,,,Ignorado,Ignorado,,,,,,,,,,,,,,,,,,,,2016.0,Ignorado,Mestizo / Ladino
